K10plus-PPN	Hebis-PPN	Umgelenkte Hebis-PPN 1	Umgelenkte Hebis-PPN 2
6001662215	053875230		
6001662223	053995619		
6001662231	054010136		
600166224X	054031079		
6001662258	054042135		
6001662266	054097436		
6001662274	054097517		
6001662282	054128234		
6001662290	054203031		
6001662304	054223768		
6001662312	054275539		
6001662320	05435613X		
6001662339	054363942		
6001662347	054408679		
6001662355	054408946		
6001662363	054421578		
6001662371	054422302		
600166238X	054425913		
6001662398	054426057		
6001662401	054429528		
600166241X	054432367		
6001662428	054432758		
6001662436	054433630		
6001662444	054440947		
6001662452	054452864		
6001662460	054453208		
6001662479	054453356		
6001662487	05445347X		
6001662495	054453593		
6001662509	054453747		
6001662517	054453836		
6001662525	054480795		
6001662533	054515483		
6001662541	054549167		
600166255X	005463343		
6001662568	054675030		
6001662576	054687411		
6001662584	005494648		
6001662592	005494826		
6001662606	005512123		
6001662614	055148301		
6001662622	055152171		
6001662630	055152260		
6001662649	055168183		
6001662657	055177778		
6001662665	055249191		
6001662673	055255248		
6001662681	055256112		
600166269X	055263275		
6001662703	055263380		
6001662711	005527325		
600166272X	055278442		
6001662738	005528372		
6001662746	005528461		
6001662754	005528682		
6001662762	005544068		
6001662770	005544084		
6001662789	055485782		
6001662797	05555430X		
6001662800	055578268		
6001662819	00556610X		
6001662827	055684955		
6001662835	055772870		
6001662843	055803083		
6001662851	055817769		
600166286X	055854184		
6001662878	005599644		
6001662886	056010052		
6001662894	05625640X		
6001662908	056326599		
6001662916	056363680		
6001662924	056398166		
6001662932	056398492		
6001662940	056415850		
6001662959	005646758		
6001662967	05648965X		
6001662975	056574754		
6001662983	005669863		
6001662991	056709099		
6001663009	05686292X		
6001663017	056893361		
6001663025	056893485		
6001663033	056899955		
6001663041	005696763		
600166305X	057079315		
6001663068	005712033		
6001663076	00572340X		
6001663084	005728215		
6001663092	005728916		
6001663106	005729262		
6001663114	005732956		
6001663122	005742498		
6001663130	00574380X		
6001663149	005760275		
6001663157	005760291		
6001663165	005761832		
6001663173	00576212X		
6001663181	057679983		
600166319X	057680345		
6001663203	005780365		
6001663211	005785197		
600166322X	058200126		
6001663238	058254811		
6001663246	058597905		
6001663254	058710221		
6001663262	058710442		
6001663270	058777113		
6001663289	00588215X		
6001663297	058839577		
6001663300	058859934		
6001663319	005886082		
6001663327	005886112		
6001663335	058875786		
6001663343	059022477		
6001663351	005902681		
600166336X	05905588X		
6001663378	059152141		
6001663386	059293276		
6001663394	005931126		
6001663408	059344326		
6001663416	059390263		
6001663424	059473916		
6001663432	059553855		
6001663440	059667494		
6001663459	005967643		
6001663467	059697164		
6001663475	059827688		
6001663483	059827742		
6001663491	059875402		
6001663505	059924934		
6001663513	059995920		
6001663521	060067004		
600166353X	060182520		
6001663548	060210117		
6001663556	060210257		
6001663564	060311452		
6001663572	060340916		
6001663580	060345942		
6001663599	060394382		
6001663602	060427167		
6001663610	060445009		
6001663629	060670371		
6001663637	060740175		
6001663645	060811382		
6001663661	060899700		
600166367X	060910593		
6001663688	060946768		
6001663696	060976446		
600166370X	060997710		
6001663718	061011355		
6001663726	061060682		
6001663734	061063916		
6001663742	006108911		
6001663750	006109462		
6001663769	061119792		
6001663777	061125148		
6001663785	006113540		
6001663793	061148962		
6001663807	061149799		
6001663815	061163082		
6001663823	061486825		
6001663831	061577693		
600166384X	006158366		
6001663858	006158587		
6001663866	006161332		
6001663874	006163564		
6001663882	006163769		
6001663890	006228445		
6001663904	006283020		
6001663912	006283047		
6001663920	062920421		
6001663939	063121255		
6001663947	063178354		
6001663955	063340925		
6001663963	063463733		
6001663971	063764423		
600166398X	063791048		
6001663998	06471487X		
6001664005	064716074		
6001664013	064717674		
6001664021	006590969		
600166403X	006681018		
6001664048	066944317		
6001664056	006698670		
6001664064	068501803		
6001664072	068501811		
6001664080	068539150		
6001664099	006966500		
6001664102	007101449		
6001664110	071544771		
6001664129	071568077		
6001664137	071576215		
6001664145	071673083		
6001664153	071679863		
6001664161	007174578		
600166417X	007174802		
6001664188	071838716		
6001664196	071863990		
600166420X	071902880		
6001664218	071981780		
6001664226	072017864		
6001664234	072052015		
6001664242	072214007		
6001664250	072214082		
6001664269	072294957		
6001664277	072307382		
6001664285	072332301		
6001664293	072558245		
6001664307	073256188		
6001664315	007347707		
6001664323	007387296		
6001664331	007387342		
600166434X	007387415		
6001664358	00738744X		
6001664366	007387458		
6001664374	007425074		
6001664382	074317601		
6001664390	074483625		
6001664404	074543083		
6001664412	074543113		
6001664420	007483333		
6001664439	007484291		
6001664447	007489315		
6001664455	07581420X		
6001664463	075814722		
6001664471	076697843		
600166448X	076704343		
6001664498	077021509		
6001664501	077908406		
600166451X	007794630		
6001664528	007813155		
6001664536	007893868		
6001664544	079054188		
6001664552	079164676		
6001664560	007928262		
6001664579	007930054		
6001664587	007930488		
6001664595	008004285		
6001664609	008004331		
6001664617	008008329		
6001664625	00806167X		
6001664633	00806170X		
6001664641	008065020		
600166465X	008098689		
6001664668	008099022		
6001664676	008100403		
6001664684	081385145		
6001664692	008142483		
6001664706	008144028		
6001664714	008174970		
6001664722	081945299		
6001664730	081954131		
6001664749	008198667		
6001664757	08223227X		
6001664765	082294658		
6001664773	082365113		
6001664781	082380589		
600166479X	082380724		
6001664803	082492034		
6001664811	082576467		
600166482X	082576475		
6001664838	008266212		
6001664846	082666016		
6001664854	082670595		
6001664862	082698317		
6001664870	082700567		
6001664889	082738076		
6001664897	082742723		
6001664900	082747458		
6001664919	082747512		
6001664927	082817529		
6001664935	082882460		
6001664943	082886393		
6001664951	082887187		
600166496X	082944423		
6001664978	082945551		
6001664986	08295075X		
6001664994	082956200		
6001665001	082985332		
600166501X	082986568		
6001665028	083024255		
6001665036	083092110		
6001665044	08311193X		
6001665052	083156062		
6001665060	083222367		
6001665079	08322453X		
6001665087	083226958		
6001665095	083229426		
6001665109	083295461		
6001665117	083357149		
6001665125	083359982		
6001665133	083362169		
6001665141	083421394		
600166515X	083431039		
6001665168	083564985		
6001665176	083596321		
6001665184	08369272X		
6001665192	083721371		
6001665206	083793038		
6001665214	083807322		
6001665222	083875115		
6001665230	084001607		
6001665249	084022841		
6001665257	084060212		
6001665265	084077999		
6001665273	084088346		
6001665281	084209283		
600166529X	084217103		
6001665303	084217561		
6001665311	084267070		
600166532X	084420332		
6001665338	084455683		
6001665346	084468491		
6001665354	084476060		
6001665362	084581492		
6001665370	084592486		
6001665389	08460171X		
6001665397	084664436		
6001665400	084687096		
6001665419	008479623		
6001665427	084812516		
6001665435	008483574		
6001665443	084844957		
6001665451	084917636		
600166546X	084917822		
6001665478	00849357X		
6001665486	008493618		
6001665494	084957476		
6001665508	008538638		
6001665516	008538905		
6001665524	085624780		
6001665532	008592616		
6001665540	00860181X		
6001665559	008602050		
6001665567	008718407		
6001665575	008758301		
6001665583	008795835		
6001665591	008797307		
6001665605	008815615		
6001665613	008828083		
6001665621	008828156		
600166563X	008850046		
6001665648	00885016X		
6001665656	008850186		
6001665664	008907390		
6001665672	008911061		
6001665680	089608895		
6001665699	089634004		
6001665702	089719212		
6001665710	089725441		
6001665729	089749537		
6001665737	089773926		
6001665745	089776151		
6001665753	008983976		
6001665761	089948963		
600166577X	089963741		
6001665788	008997640		
6001665796	090214625		
600166580X	090216598		
6001665818	090451651		
6001665826	090517245		
6001665834	090540948		
6001665842	090552873		
6001665850	009058117		
6001665869	009058443		
6001665877	009058532		
6001665885	009065210		
6001665893	009070575		
6001665907	009073272		
6001665915	091014190		
6001665923	091043158		
6001665931	091068231		
600166594X	091350026		
6001665958	091491983		
6001665966	091616042		
6001665974	091671051		
6001665982	091821924		
6001665990	091827086		
6001666008	00919441X		
6001666016	092000770		
6001666024	009203133		
6001666032	092584152		
6001666040	09270297X		
6001666059	009271686		
6001666067	092740588		
6001666075	009277323		
6001666083	009278079		
6001666091	092799833		
6001666105	092802516		
6001666113	009297782		
6001666121	009306250		
600166613X	009306587		
6001666148	00930746X		
6001666156	009307575		
6001666164	009307761		
6001666172	093123027		
6001666180	093312490		
6001666199	009332294		
6001666202	009338160		
6001666210	009339388		
6001666229	00933940X		
6001666237	009342397		
6001666245	009342400		
6001666253	093432976		
6001666261	093433131		
600166627X	093433344		
6001666288	093433476		
6001666296	009343571		
600166630X	093797230		
6001666318	093903790		
6001666326	093970781		
6001666334	094082448		
6001666342	094093873		
6001666350	009412492		
6001666369	009412816		
6001666377	094261016		
6001666385	094261288		
6001666393	094277257		
6001666407	094310084		
6001666415	094395748		
6001666423	009460829		
6001666431	009460993		
600166644X	009461027		
6001666458	094621985		
6001666466	094622027		
6001666474	09473612X		
6001666482	094743568		
6001666490	009483683		
6001666504	009484272		
6001666512	094933588		
6001666520	094957541		
6001666539	095014306		
6001666547	095079084		
6001666555	009511067		
6001666563	095171991		
6001666571	095172068		
600166658X	095172165		
6001666598	095189378		
6001666601	095275304		
600166661X	095356320		
6001666628	095357246		
6001666636	095357424		
6001666644	095506063		
6001666652	095537627		
6001666660	095537686		
6001666679	095544615		
6001666687	095544712		
6001666695	095709185		
6001666709	009572902		
6001666717	009572945		
6001666725	009572988		
6001666733	009573704		
6001666741	009573917		
600166675X	095967109		
6001666768	095967141		
6001666776	096110864		
6001666784	096135425		
6001666792	096135514		
6001666806	096135611		
6001666814	009626484		
6001666822	09638185X		
6001666830	096484659		
6001666849	096521562		
6001666857	096569158		
6001666865	009659064		
6001666873	096595531		
6001666881	009659609		
600166689X	096659157		
6001666903	096876549		
6001666911	097137308		
600166692X	009730060		
6001666938	009730559		
6001666946	009730583		
6001666954	097318450		
6001666962	097381500		
6001666970	097612960		
6001666989	097653748		
6001666997	097767808		
6001667004	09807122X		
6001667012	098294482		
6001667020	009830960		
6001667039	009830995		
6001667047	098341898		
6001667055	009842713		
6001667063	098660861		
6001667071	009868682		
600166708X	009880453		
6001667098	009885765		
6001667101	00989540X		
600166711X	099380986		
6001667128	099388316		
6001667136	099467720		
6001667144	099484811		
6001667152	099484889		
6001667160	099487780		
6001667179	09957960X		
6001667187	099698129		
6001667195	00997377X		
6001667209	009978011		
6001667217	099790181		
6001667225	099969416		
6001667233	099974177		
6001667241	100163092		
600166725X	100242952		
6001667268	100302289		
6001667276	100346723		
6001667284	100346855		
6001667292	100349226		
6001667314	100496008		
6001667322	100519342		
6001667330	10069392X		
6001667349	100723810		
6001667357	100778801		
6001667365	101415214		
6001667373	101421656		
6001667381	010149511		
600166739X	101880979		
6001667403	101980337		
6001667411	102085714		
600166742X	102241937		
6001667438	102280509		
6001667446	102331367		
6001667454	102404658		
6001667462	102411395		
6001667470	102495033		
6001667497	102654956		
6001667500	010290311		
6001667519	10307371X		
6001667527	103174338		
6001667535	103290494		
6001667543	10340483X		
6001667551	010350861		
600166756X	103529470		
6001667578	103542361		
6001667586	103589562		
6001667594	103663673		
6001667608	103765514		
6001667616	103811761		
6001667624	103839488		
6001667632	01038426X		
6001667640	103907149		
6001667659	103933700		
6001667667	104024178		
6001667675	104288116		
6001667683	104316713		
6001667691	104349301		
6001667705	104815426		
6001667713	104857455		
6001667721	104939974		
600166773X	105070343		
6001667748	105268992		
6001667756	105379743		
6001667764	105472166		
6001667772	105593141		
6001667780	010562281		
6001667799	010572325		
6001667802	10573196X		
6001667810	105842885		
6001667829	106004697		
6001667837	106433857		
6001667845	10650505X		
6001667861	106596632		
600166787X	106613103		
6001667888	106665456		
6001667896	106717693		
600166790X	10688445X		
6001667926	10728412X		
6001667934	107483394		
6001667942	107628104		
6001667950	10764956X		
6001667969	107719940		
6001667977	107721058		
6001667985	010773169		
6001667993	107753766		
6001668000	107817411		
6001668019	107830361		
6001668027	010792872		
6001668035	108139204		
6001668043	108200582		
6001668051	108306402		
600166806X	108334449		
6001668078	108546357		
6001668086	108579859		
6001668094	108657590		
6001668108	108667561		
6001668116	108668495		
6001668124	108693066		
6001668132	109023374		
6001668140	109025202		
6001668159	109055209		
6001668167	109081250		
6001668175	109357515		
6001668183	10943210X		
6001668191	109619226		
6001668205	10977244X		
6001668213	109788575		
6001668221	109903048		
600166823X	109903080		
6001668248	109903110		
6001668256	109905571		
6001668264	10990771X		
6001668272	109907736		
6001668280	109909100		
6001668299	109910842		
6001668302	110026993		
6001668310	110031202		
6001668329	110061829		
6001668337	110266870		
6001668345	011027614		
6001668353	110287568		
6001668361	110349830		
600166837X	110717937		
6001668388	110759524		
6001668396	110852168		
600166840X	110858557		
6001668418	110860578		
6001668426	110916182		
6001668434	111043069		
6001668442	11110596X		
6001668450	111200962		
6001668469	111371147		
6001668477	111757657		
6001668485	11179837X		
6001668493	111983509		
6001668507	112023002		
6001668515	112023657		
6001668523	112239889		
6001668531	112408869		
600166854X	112417620		
6001668558	112417906		
6001668566	112480292		
6001668574	112752977		
6001668582	113074220		
6001668590	113164246		
6001668604	113557787		
6001668612	113964625		
6001668620	11398345X		
6001668647	114079277		
6001668655	114090025		
6001668663	114275750		
6001668671	114311552		
600166868X	114413150		
6001668698	114488797		
6001668701	114546819		
600166871X	11455501X		
6001668728	114557314		
6001668736	115174168		
6001668744	115303898		
6001668752	115988823		
6001668760	116037636		
6001668779	116091606		
6001668787	116203633		
6001668795	011627581		
6001668809	011745851		
6001668817	01181795X		
6001668825	118344412		
6001668833	011839341		
6001668841	118626884		
600166885X	118632167		
6001668868	119461277		
6001668876	120057557		
6001668884	120263416		
6001668892	12029978X		
6001668906	120732149		
6001668914	120844362		
6001668922	120891565		
6001668930	120948168		
6001668949	121556441		
6001668957	121601463		
6001668965	121800792		
6001668973	121819019		
6001668981	122068173		
600166899X	123109000		
6001669007	12321727X		
6001669015	123217474		
6001669023	123278422		
6001669031	123371260		
600166904X	123377226		
6001669058	012342327		
6001669066	123485851		
6001669074	123604273		
6001669082	123642183		
6001669090	123673585		
6001669104	123724139		
6001669120	124031633		
6001669139	124047378		
6001669147	124051294		
6001669155	124063489		
6001669163	124207006		
600166918X	124291465		
6001669198	124321356		
6001669201	124387160		
600166921X	124399193		
6001669228	124476724		
6001669236	124555675		
6001669244	124837123		
6001669252	124921590		
6001669287	125069227		
6001669295	125095384		
6001669309	125213115		
6001669317	012605654		
6001669325	126288089		
6001669333	126289220		
6001669341	126416257		
600166935X	126475180		
6001669368	126598495		
6001669376	126637261		
6001669384	012712205		
6001669392	127326766		
6001669406	127345469		
6001669414	127509445		
6001669430	012755133		
6001669449	127816739		
6001669457	127817697		
6001669465	127967915		
6001669473	128002816		
6001669481	128247126		
600166949X	128323027		
6001669503	128403608		
6001669511	128576863		
600166952X	12859845X		
6001669538	128719540		
6001669546	128905263		
6001669554	129083763		
6001669562	129106992		
6001669570	129137464		
6001669589	129655198		
6001669597	129929816		
6001669600	129975753		
6001669619	12997787X		
6001669643	132534282		
6001669651	132697610		
600166966X	132835592		
6001669678	132861437		
6001669686	132862999		
6001669694	133189538		
6001669708	133578933		
6001669716	133729028		
6001669724	133806286		
6001669732	134246039		
6001669740	134539478		
6001669759	134892968		
6001669767	134932633		
6001669775	134940776		
6001669783	134942329		
6001669791	134959299		
6001669805	134959345		
6001669813	134960580		
6001669821	13544747X		
600166983X	135521718		
6001669848	135521742		
6001669864	014088150		
6001669872	014139529		
6001669880	01427972X		
6001669899	014286440		
6001669902	01429589X		
6001669910	014391937		
6001669929	014896958		
6001669945	015990095		
6001669953	016004736		
6001669961	016080815		
600166997X	01608182X		
6001669988	016316819		
6001669996	016484282		
6001670005	016507630		
6001670013	016886232		
6001670021	017040515		
600167003X	017040558		
6001670048	017108055		
6001670056	017108136		
6001670064	017108594		
6001670072	172354692		
6001670080	017307805		
6001670099	017481082		
6001670102	176469567		
6001670110	176475974		
6001670129	176674152		
6001670137	177391316		
6001670145	177566167		
6001670153	177567023		
600167017X	177922621		
6001670188	177931469		
6001670196	179147021		
600167020X	179274910		
6001670218	179418521		
6001670226	179822500		
6001670234	179838032		
6001670242	179862138		
6001670250	179917447		
6001670269	179920545		
6001670277	180227130		
6001670285	180779559		
6001670307	181195283		
6001670315	181195828		
6001670331	181457385		
600167034X	181486539		
6001670358	181804042		
6001670366	181810670		
6001670374	182116891		
6001670382	182290190		
6001670390	182618064		
6001670404	182667510		
6001670412	182838579		
6001670420	183127803		
6001670439	183561872		
6001670447	183726944		
6001670455	184180643		
6001670463	184285054		
6001670471	184593069		
600167048X	18476260X		
6001670498	184942411		
6001670501	018557341		
600167051X	018564062		
6001670528	185829783		
6001670536	185959539		
6001670544	185959547		
6001670552	186037597		
6001670560	186594240		
6001670579	186606400		
6001670587	187162484		
6001670595	187417911		
6001670609	187542708		
6001670617	188298746		
6001670625	188563970		
6001670633	189500441		
6001670641	18952183X		
600167065X	189523093		
6001670668	189543779		
6001670676	189837071		
6001670684	189837144		
6001670692	189872942		
6001670706	190339780		
6001670714	190613998		
6001670722	190697784		
6001670749	190732652		
6001670757	019101384		
6001670765	191397342		
6001670773	191520071		
6001670781	191537683		
600167079X	191614556		
6001670803	019166788		
6001670811	191793337		
6001670838	193776332		
6001670854	194412741		
6001670862	194422828		
6001670870	194748685		
6001670889	194777227		
6001670897	195207920		
6001670919	19557270X		
6001670927	019661053		
6001670935	019730047		
6001670943	197387586		
6001670951	197566715		
600167096X	197930069		
6001670978	198326602		
6001670986	019847254		
6001670994	199427771		
6001671001	200267892		
600167101X	02003119X		
6001671028	020171412		
6001671036	202442055		
6001671044	202484572		
6001671052	020254830		
6001671060	202895246		
6001671079	203085086		
6001671095	205427456		
6001671109	20557551X		
6001671117	205699634		
6001671125	206741847		
6001671133	206921624		
6001671141	207190518		
600167115X	207300615		
6001671168	207322813		
6001671176	02073641X		
6001671184	207367469		
6001671192	207956456		
6001671206	020796501		
6001671214	020796722		
6001671222	020797052		
6001671230	208481869		
6001671249	208525041		
6001671257	20920477X		
6001671265	209242000		
6001671273	209954078		
6001671281	210466154		
600167129X	210616954		
600167132X	210643935		
6001671338	211278920		
6001671346	211300888		
6001671354	211651680		
6001671362	211976407		
6001671370	212295306		
6001671389	212332031		
6001671397	212470841		
6001671400	21247944X		
6001671419	021254621		
6001671427	212891693		
6001671435	212896016		
6001671443	213060345		
6001671451	213227304		
6001671478	21358283X		
6001671486	213705443		
6001671494	213733250		
6001671508	214124819		
6001671524	214843483		
6001671532	215028937		
6001671540	215032055		
6001671559	21509512X		
6001671567	215343344		
6001671575	215733797		
6001671583	216049040		
6001671591	216103886		
6001671605	216605660		
600167163X	021700354		
6001671648	217307779		
6001671656	021731586		
6001671664	021920672		
6001671672	219370923		
6001671680	219643911		
6001671699	219699658		
6001671702	022000496		
6001671710	022030123		
6001671729	22049178X		
6001671737	220513430		
6001671745	220607168		
6001671753	022130853		
6001671761	022131795		
600167177X	221571795		
600167180X	022171355		
6001671818	222897295		
6001671826	223138606		
6001671850	224206680		
6001671869	224534009		
6001671877	224786644		
6001671885	22532346X		
6001671893	22565105X		
6001671907	022588345		
6001671931	226864871		
6001671958	022842101		
6001671966	228498813		
6001671974	228547113		
6001671982	228783631		
6001671990	229030769		
6001672008	022919163		
6001672016	02294897X		
6001672024	230400477		
6001672040	023270136		
6001672059	023270403		
6001672067	023271353		
6001672075	02338901X		
6001672083	233994823		
6001672091	234742011		
6001672105	023678216		
6001672113	023681993		
6001672121	023757698		
600167213X	024211613		
6001672164	024467901		
6001672172	024604844		
6001672199	247053767		
6001672202	247526983		
6001672210	024911879		
6001672229	025000705		
6001672237	025257218		
6001672245	025270850		
6001672253	025312219		
6001672261	025346644		
6001672288	026027615		
6001672296	261343564		
600167230X	026183102		
6001672318	02650930X		
6001672326	026558920		
6001672342	026749297		
6001672350	026772353		
6001672369	026826321		
6001672377	02684396X		
6001672385	026844095		
6001672393	026844265		
6001672407	268459630		
6001672415	269013350		
6001672423	02691641X		
6001672431	026925907		
600167244X	269915737		
6001672458	027110036		
6001672466	273247433		
6001672474	273278592		
6001672482	273287540		
6001672490	273622609		
6001672504	274505665		
6001672512	027515605		
6001672520	027537056		
6001672539	027543889		
6001672547	027585077		
6001672555	027766918		
6001672563	27991265X		
6001672571	281735026		
600167258X	028203399		
6001672598	028311221		
600167261X	028415493		
6001672628	285602616		
6001672636	285606247		
6001672644	028583752		
6001672652	028716299		
6001672660	28772638X		
6001672679	288152484		
6001672687	288432010		
6001672709	028910540		
6001672717	02892830X		
6001672725	289330890		
6001672733	029086205		
6001672741	029138736		
600167275X	291571409		
6001672768	02929259X		
6001672776	029354471		
6001672784	293573220		
6001672792	293915075		
6001672806	294050930		
6001672814	294074996		
6001672822	029620384		
6001672830	02966473X		
6001672849	029877717		
6001672857	02997903X		
6001672873	300293666		
6001672881	030034647		
600167289X	030051150		
6001672903	301250758		
6001672911	030205999		
600167292X	030243424		
6001672938	030334365		
6001672946	030359287		
6001672954	305897101		
6001672962	307246086		
6001672970	030874491		
6001672989	030904315		
6001672997	030960525		
6001673004	030961351		
6001673020	031002625		
6001673039	031048579		
6001673047	031074618		
6001673055	311385443		
6001673063	311790267		
6001673071	311959482		
600167308X	312630832		
6001673098	031353827		
6001673101	314140182		
600167311X	31419102X		
6001673128	031500730		
6001673136	315250100		
6001673144	315428937		
6001673152	317588907		
6001673160	318343290		
6001673179	318777835		
6001673187	318936526		
6001673195	318972506		
6001673209	031911749		
6001673217	320887944		
6001673225	32099824X		
6001673233	321299914		
6001673241	032216114		
600167325X	322955009		
6001673268	032318723		
6001673276	032381239		
6001673284	032393334		
6001673292	032393644		
6001673306	032463855		
6001673314	325405204		
6001673322	325421226		
6001673330	325427755		
6001673349	03255155X		
6001673357	032561601		
6001673365	032577907		
6001673373	326639896		
6001673381	327177926		
600167339X	327179430		
6001673403	03274207X		
6001673411	327461136		
600167342X	032761260		
6001673438	032856504		
6001673446	032929374		
6001673454	032940858		
6001673462	033053685		
6001673470	03306847X		
6001673489	331307626		
6001673497	332032523		
6001673500	33236383X		
6001673519	332379752		
6001673527	03324572X		
6001673535	332670619		
6001673543	332784525		
6001673551	033280460		
600167356X	33293196X		
6001673578	033341478		
6001673586	033363463		
6001673594	033363579		
6001673608	33421128X		
6001673616	334567327		
6001673624	334796164		
6001673632	33503778X		
6001673640	336136056		
6001673667	336920164		
6001673675	338673962		
6001673683	03389776X		
6001673691	03394069X		
6001673705	033941564		
6001673713	340297441		
6001673721	342378163		
600167373X	034372652		
6001673748	344491374		
6001673756	344529630		
6001673764	344539024		
6001673772	344539032		
6001673780	034479252		
6001673799	034480528		
6001673802	344806731		
6001673810	034534474		
6001673829	034540482		
6001673837	034553002		
6001673853	034666400		
6001673861	034666796		
600167387X	34667302X		
6001673888	34745321X		
6001673896	348736932		
600167390X	348770480		
6001673918	349308403		
6001673926	034965580		
6001673950	350128553		
6001673969	350583986		
6001673977	350974810		
6001673985	351430113		
6001673993	351824782		
6001674000	035195304		
6001674027	035331151		
6001674035	035341815		
6001674043	035352574		
6001674051	353702803		
600167406X	035427094		
6001674078	035498765		
6001674086	03555245X		
6001674094	035567627		
6001674108	355861836		
6001674116	035601418		
6001674132	357466462		
6001674140	357911415		
6001674175	359318703		
6001674183	359370829		
6001674191	359756409		
6001674205	036108553		
6001674213	363982841		
6001674221	364369280		
600167423X	367141639		
6001674248	368775623		
6001674256	371391458		
6001674264	373819951		
6001674272	378274287		
6001674280	378493361		
6001674299	378568183		
6001674302	378624911		
6001674310	38138487X		
6001674329	381799204		
6001674337	385694938		
6001674345	387484477		
6001674353	388777834		
6001674361	390481416		
600167437X	39048220X		
6001674388	396469280		
6001674396	397116861		
600167440X	397494602		
6001674418	398222347		
6001674426	040005763		
6001674434	400813335		
6001674442	040098478		
6001674450	401043533		
6001674469	401479935		
6001674477	402561848		
6001674485	403162777		
6001674493	403244889		
6001674507	403400171		
6001674515	403402581		
6001674523	403433975		
6001674531	403438373		
600167454X	403451078		
6001674558	403453933		
6001674566	403469511		
6001674574	403877628		
6001674582	404419089		
6001674590	404910149		
6001674612	405226527		
6001674620	405231121		
6001674639	415761638		
6001674647	416055621		
6001674655	41734953X		
6001674663	417493177		
6001674671	417751370		
600167468X	418134197		
6001674698	424426048		
6001674701	424427540		
600167471X	42491980X		
6001674728	42601782X		
6001674736	426158024		
6001674744	427573726		
6001674752	427697077		
6001674760	428206794		
6001674779	431435200		
6001674787	432666923		
6001674825	43446211X		
6001674833	004346726		
6001674841	434945854		
600167485X	435000268		
6001674868	436272040		
6001674876	437210502		
6001674884	437361403		
6001674892	437561615		
6001674906	440302102		
6001674914	445523026		
6001674922	446801399		
6001674930	447195972		
6001674949	448649306		
6001674957	004489403		
6001674965	450557456		
6001674973	451475216		
6001674981	452572592		
600167499X	452591147		
6001675007	452828252		
6001675015	45324615X		
6001675023	453818943		
6001675031	453862950		
600167504X	454148569		
6001675058	454493983		
6001675066	455487685		
6001675082	45643576X		
6001675090	456435786		
6001675104	456892753		
6001675112	045694702		
6001675120	456979115		
6001675139	457143592		
6001675147	457734213		
6001675155	045812810		
6001675163	045821143		
6001675171	045821151		
600167518X	045908230		
6001675198	045908842		
6001675201	45952769X		
600167521X	459549952		
6001675228	459556002		
6001675236	459556010		
6001675244	459556053		
6001675252	459556215		
6001675260	459559478		
6001675279	459561243		
6001675287	45956126X		
6001675295	459561294		
6001675309	459561502		
6001675317	459561510		
6001675325	459561529		
6001675333	459561537		
6001675341	459561545		
600167535X	459561553		
6001675368	459561561		
6001675376	45956157X		
6001675384	459561588		
6001675392	459561596		
6001675406	45956160X		
6001675414	459561618		
6001675422	459561626		
6001675430	459561634		
6001675449	459561642		
6001675457	459561650		
6001675465	459561669		
6001675473	459561677		
6001675481	459561685		
600167549X	459561693		
6001675503	459561707		
6001675511	459561715		
600167552X	45956174X		
6001675538	459561766		
6001675546	459561782		
6001675554	459561790		
6001675562	459561804		
6001675570	459561812		
6001675589	459561839		
6001675597	45956188X		
6001675600	459561898		
6001675619	459561901		
6001675627	459561944		
6001675635	459561952		
6001675643	459561960		
6001675651	459561995		
600167566X	459562002		
6001675678	459562010		
6001675686	459562029		
6001675694	459562037		
6001675708	459562045		
6001675716	459562053		
6001675724	459562061		
6001675732	45956207X		
6001675740	459562126		
6001675759	459562142		
6001675767	459562207		
6001675775	459562223		
6001675783	459562231		
6001675791	45956224X		
6001675805	459562266		
6001675813	459562274		
6001675821	459562282		
600167583X	459562355		
6001675848	459562460		
6001675856	459562487		
6001675864	459562665		
6001675872	459562673		
6001675880	459562681		
6001675899	45956269X		
6001675902	459562711		
6001675910	45956272X		
6001675929	459562738		
6001675937	459562797		
6001675945	459563041		
6001675953	459563076		
6001675961	459563106		
600167597X	459563114		
6001675988	459563122		
6001675996	459563130		
6001676003	459563149		
6001676011	459563157		
600167602X	459563165		
6001676038	459563173		
6001676046	459563327		
6001676054	459563335		
6001676062	459563343		
6001676070	459563351		
6001676089	459563378		
6001676097	459563386		
6001676100	459563432		
6001676119	459563440		
6001676127	459563459		
6001676135	459563475		
6001676143	459563483		
6001676151	459563491		
600167616X	459563505		
6001676178	459563513		
6001676186	459563521		
6001676194	459563726		
6001676208	45956384X		
6001676216	459563858		
6001676224	459563866		
6001676232	459563882		
6001676240	459563939		
6001676259	459563947		
6001676267	459563955		
6001676275	459563963		
6001676283	459563971		
6001676291	459563998		
6001676305	459564072		
6001676313	459564080		
6001676321	459564099		
600167633X	459564102		
6001676348	459564110		
6001676356	45956434X		
6001676364	459564366		
6001676372	459564439		
6001676380	459564609		
6001676399	459564617		
6001676402	459564625		
6001676410	459564633		
6001676429	459564641		
6001676437	45956465X		
6001676445	459564668		
6001676453	459564676		
6001676461	459564684		
600167647X	459564692		
6001676488	459564714		
6001676496	459564722		
600167650X	459564730		
6001676518	459564749		
6001676526	459564757		
6001676534	459564765		
6001676542	459564773		
6001676550	459564781		
6001676569	45956479X		
6001676577	459564854		
6001676585	459564862		
6001676593	459564870		
6001676607	459564978		
6001676615	459565060		
