k10plus-PPN	hebis-PPN	k10plus-EPN	hebis-EPN	206X
771297335	333948041	6004226165	1083149024	HEB1083149024
771297335	333948041	6004226173	1083149032	HEB1083149032
771302266	335532292	6004226874	1083166298	HEB1083166298
771302266	335532292	6004226882	1083166301	HEB1083166301
771302266	335532292	6004226890	108316631X	HEB108316631X
771302266	335532292	6004226904	1083166328	HEB1083166328
771302266	335532292	6004226912	1083166336	HEB1083166336
771302266	335532292	6004226920	1083166344	HEB1083166344
771302266	335532292	6004226939	1083166352	HEB1083166352
771302266	335532292	6004226947	1083166360	HEB1083166360
771302266	335532292	6004226955	1083166379	HEB1083166379
771340524	459785079	6004577618	1082960942	HEB1082960942
771345607	33704354X	6004227323	1083179209	HEB1083179209
771505272	347582923	600423088X	1083167030	HEB1083167030
771730713	334349842	6004226599	1083165887	HEB1083165887
771860110	459958526	6004389838	1083166891	HEB1083166891
771977050	363917748	6004238015	1083159704	HEB1083159704
772208948	459906569	600436617X	1083107925	HEB1083107925
772411492	334084601	6004226211	1083139274	HEB1083139274
772513864	459970496	6004395927	1083180622	HEB1083180622
772513864	459970496	6004395935	1083180630	HEB1083180630
772513864	459970496	6004395943	1083180649	HEB1083180649
772513864	459970496	6004395951	1083180657	HEB1083180657
772513864	459970496	600439596X	1083180665	HEB1083180665
772513864	459970496	6004395978	1083180673	HEB1083180673
77252338X	333876458	6004226149	1083172743	HEB1083172743
772656967	459963813	6004392758	1083172883	HEB1083172883
77302526X		6004592722	108874382X	HEB108874382X
773507485	387312315	6004241148	1289233551	HEB1289233551
773507485	387312315	6004241156	128923356X	HEB128923356X
773507485	387312315	6004241164	1289689520	HEB1289689520
773581537	350929041	6004232521	1083160419	HEB1083160419
773719709	334661153	6004226653	1083143247	HEB1083143247
774039485	334851416	6004226734	1083170449	HEB1083170449
774393424	336394640	6004227153	1083161229	HEB1083161229
77440616X	33625007X	6004227110	1083167022	HEB1083167022
774407786	335573355	6004226963	1083142798	HEB1083142798
774407786	335573355	6004226971	1083142801	HEB1083142801
774407786	335573355	600422698X	108314281X	HEB108314281X
774408499	340065532	6004228214	1083148249	HEB1083148249
77441264X	339655828	600422796X	1083143808	HEB1083143808
774413174	338164359	6004227420	1083170015	HEB1083170015
774414286	340029404	6004228206	1083153390	HEB1083153390
774841508	459977512	6004398837	1083188577	HEB1083188577
775595837	335512550	6004226858	1083149776	HEB1083149776
77559590X	338264280	6004227463	1083050583	HEB1083050583
775624608	33752923X	6004227331	1083147129	HEB1083147129
775629855	337753946	600422734X	1083202405	HEB1083202405
775629871	342382292	6004228990	1083199641	HEB1083199641
775729507	459974939	600439808X	1083185500	HEB1083185500
775947970	459958534	6004389846	1083166905	HEB1083166905
775948268	347446884	6004230804	108315673X	HEB108315673X
775954403	341287822	6004228753	1083144391	HEB1083144391
776082655	30364883X	6004213306	1083114409	HEB1083114409
776497103	337777500	6004227358	1083160281	HEB1083160281
776888528	335743072	6004227021	1083168061	HEB1083168061
777017970	459729438	6004555894	108289351X	HEB108289351X
777804050	340611480	6004228443	1083144340	HEB1083144340
778306666	343647311	6004229377	1083149741	HEB1083149741
77838764X	34408079X	6004229644	108314989X	HEB108314989X
778390659	339925035	6004228125	1083151797	HEB1083151797
778392740	340286571	6004228281	1083161199	HEB1083161199
779318951	338005439	6004227382	1083142623	HEB1083142623
779404904	338220062	6004227447	1083153412	HEB1083153412
779408411	340066962	6004228222	1228837953	HEB1228837953
779412680	337893934	6004227366	108314507X	HEB108314507X
779556984	459885685	6004355585	1083083821	HEB1083083821
779556984	459885685	6004355593	108308383X	HEB108308383X
779701666	050864165	6004441317	1082907758	HEB1082907758
779937732	339925604	6004228133	1083165895	HEB1083165895
780011473	340737662	6004228451	1083161768	HEB1083161768
780385330	341022624	6004228591	1083185470	HEB1083185470
780589556	380406306	6004239836	1083173081	HEB1083173081
780893557		6004592811	1101596007	HEB1101596007
780982800	342396064	6004229016	1230200142	HEB1230200142
78210410X	459982508	6004401307	1083193864	HEB1083193864
782240984		6004592862	1088744192	HEB1088744192
782243665	347184456	6004230774	1083184547	HEB1083184547
782652077	339364203	6004227889	1083152963	HEB1083152963
78268002X	334923913	6004226742	1083147110	HEB1083147110
782916112	018523889	6004152986	1082724076	HEB1082724076
783446624	344232719	6004229717	1083158708	HEB1083158708
783815743	339230339	600422782X	1083161237	HEB1083161237
784213976	341038482	6004228613	1083160478	HEB1083160478
78449424X	217736890	6004531758	1117160904	HEB1117160904
784567395	007894066	6004543446	1101058242	HEB1101058242
784647119	339421649	6004227943	1083143794	HEB1083143794
784671052	009511156	6004520063	1082842508	HEB1082842508
784761469	026798166	6004198579	1082808784	HEB1082808784
785235841	336612079	6004227196	1083174991	HEB1083174991
785733426	345734785	6004230340	1083159674	HEB1083159674
785739408	467442428	6004412708	1266718923	HEB1266718923
785755802	344082849	6004229652	1083155067	HEB1083155067
785761853	350617155	6004232084	108316127X	HEB108316127X
78619894X		6004581364	1075266467	HEB1075266467
786725974	351851852	6004232750	1083190261	HEB1083190261
786726954	341189480	6004228710	1083173138	HEB1083173138
786937459		4725146897	108296171X	
787133132	344006662	600422961X	1083158368	HEB1083158368
787133132	344006662	6004229628	1131595033	HEB1131595033
787150533	356340694	6004235156	1083180452	HEB1083180452
787156310	345610725	6004230286	1083154788	HEB1083154788
787156310	345610725	6004230294	1083154796	HEB1083154796
787156310	345610725	6004230308	108315480X	HEB108315480X
787170445	343224518	6004229172	1083146300	HEB1083146300
787170445	343224518	6004229180	1083146319	HEB1083146319
787170542	343215861	6004229164	1083167014	HEB1083167014
787170615	350752575	6004232122	1083197819	HEB1083197819
787608947	342705164	6004229091	1083152432	HEB1083152432
787669695	459962353	6004391794	1083171402	HEB1083171402
787830771		6004592900	1105372898	HEB1105372898
787886459	348004435	6004230979	1083160044	HEB1083160044
787886459	348004435	6004230987	1083160052	HEB1083160052
787888834	354168274	600423382X	1228835489	HEB1228835489
787893048	349330727	6004231592	1083181033	HEB1083181033
787898368	353198234	6004233242	1083160079	HEB1083160079
787898368	353198234	6004233250	1083160087	HEB1083160087
787898376	351152598	6004232548	1261136624	HEB1261136624
787899828	348454783	6004231118	1083180681	HEB1083180681
787899828	348454783	6004231126	108318069X	HEB108318069X
78801627X	459963457	6004392596	1083172492	HEB1083172492
788253468	459902288	6004363901	1083103121	HEB1083103121
788364898	327267674	6004223395	1083180584	HEB1083180584
788624628	21566356X	6004177075	1083042467	HEB1083042467
788888285	342514830	6004229032	1083179454	HEB1083179454
789268868	459918044	6004370967	1083120441	HEB1083120441
789491079	343317338	6004229210	1083159712	HEB1083159712
790263351	342991159	6004229105	1083146084	HEB1083146084
790271575	347188346	6004230782	1247981932	HEB1247981932
79027891X	34797709X	6004230960	1083151754	HEB1083151754
790364263	336621590	600422720X	1083167456	HEB1083167456
790677156	343557053	6004229334	1083145959	HEB1083145959
790809788	381061701	6004239968	1083161911	HEB1083161911
790991632	459955845	600438917X	1083163191	HEB1083163191
791081761	345738772	6004230359	1083160672	HEB1083160672
791154866	363173951	6004237884	1103209523	HEB1103209523
792486021	005626579	6004466476	1082809268	HEB1082809268
792486021	005626579	6004466484	1082809276	HEB1082809276
792486021	005626579	6004466492	1082809284	HEB1082809284
792486021	005626579	6004466506	1082809292	HEB1082809292
792486021	005626579	6004466514	1082809306	HEB1082809306
792590066	345741129	6004230367	1083154133	HEB1083154133
792590066	345741129	6004230375	1083154141	HEB1083154141
792592891	353149969	600423317X	1083162489	HEB1083162489
792597958	349927707	6004231762	1083152041	HEB1083152041
792597990	349927715	6004231770	1083152076	HEB1083152076
793973341	348798164	6004231347	1083193112	HEB1083193112
795047967	346489490	6004230499	1083147315	HEB1083147315
795211031	347787614	6004230898	1202188508	HEB1202188508
795211945	348074158	6004230995	1083174738	HEB1083174738
795211945	348074158	6004231002	1083174746	HEB1083174746
795411138	459885308	6004355402	1083083384	HEB1083083384
795413041	459734040	6004557528	1082898902	HEB1082898902
795413785	459873466	6004348805	1083069535	HEB1083069535
795450613	459877682	6004351377	1083074598	HEB1083074598
795462778	228646502	600418649X	1083096311	HEB1083096311
795493142	35903344X	6004236632	1083175092	HEB1083175092
796291489	385537387	6004240532	1284900843	HEB1284900843
796291489	385537387	6004240540	1284900851	HEB1284900851
796410429	354758896	6004233943	1083175351	HEB1083175351
796901708	350670293	6004232092	1148241345	HEB1148241345
797033734	348771665	6004231312	1083149938	HEB1083149938
797033734	348771665	6004231320	1100953507	HEB1100953507
797143262	459954717	6004388386	1083162020	HEB1083162020
797147616	020399251	6004167568	1082817988	HEB1082817988
797190775	399219293	6004241946	1083198866	HEB1083198866
797413022	349052034	6004231452	1083170317	HEB1083170317
797496025	357769112	6004235792	1083166271	HEB1083166271
797862218	348878079	6004231363	1083187058	HEB1083187058
797870911	366533487	6004534722	1083907476	HEB1083907476
798186364	347569099	6004230863	1083181394	HEB1083181394
798186429	35012423X	6004231916	108317505X	HEB108317505X
798568046	353241806	6004233269	1083175297	HEB1083175297
798569794	348797567	6004231339	1083166972	HEB1083166972
798574836	354844377	6004234052	1083184970	HEB1083184970
799794074	459957236	6004389420	1083165372	HEB1083165372
799853372	386702063	6004240907	1083161857	HEB1083161857
800049667	359956629	6004237191	1083166115	HEB1083166115
800304144	357259262	6004235539	1083202308	HEB1083202308
800306589	459948636	6004385727	1083155520	HEB1083155520
800371461	178028762	600414505X	1083144847	HEB1083144847
80254004X		6004593079	1091967407	HEB1091967407
802867006	355409232	6004234540	1083153064	HEB1083153064
802882870	404222420	6004243159	1083201182	HEB1083201182
803813627	353016470	6004233102	1083151355	HEB1083151355
805644598	356172279	6004235059	108316001X	HEB108316001X
805657320	351156178	6004232556	1083151738	HEB1083151738
805658181	357883276	6004235830	1083160443	HEB1083160443
805658246	357268547	6004235555	1083160648	HEB1083160648
805658254	359104495	6004236667	1083158996	HEB1083158996
805658254	359104495	6004236675	1083159003	HEB1083159003
805658254	359104495	6004236683	1083159011	HEB1083159011
805658599	38582159X	6004240583	1083201859	HEB1083201859
805666400	361489676	6004237620	1083205269	HEB1083205269
806944250	350921903	6004232505	1083155903	HEB1083155903
806944250	350921903	6004232513	1083155911	HEB1083155911
807068683	342574752	6004229040	1083151886	HEB1083151886
810561549	353244058	6004233277	1083173677	HEB1083173677
812444809	353286370	6004233307	1083185330	HEB1083185330
812509757	358707404	6004236411	1083187546	HEB1083187546
812514831	357356268	6004235717	1083171542	HEB1083171542
812868234	357842707	6004235814	1082646288	HEB1082646288
812868234	357842707	6004235822	1082646296	HEB1082646296
812989503	399611231	6004241989	114682386X	HEB114682386X
813005337	357276329	6004235563	1083177621	HEB1083177621
813005337	357276329	6004235571	108317763X	HEB108317763X
813005337	357276329	600423558X	1083177648	HEB1083177648
813005337	357276329	6004235598	1083177656	HEB1083177656
813005337	357276329	6004235601	1083177664	HEB1083177664
813005337	357276329	600423561X	1083177672	HEB1083177672
813005337	357276329	6004235628	1083177680	HEB1083177680
813017556	353824844	6004233722	1083171585	HEB1083171585
813406447	358327644	600423611X	123879260X	HEB123879260X
813430224	356860159	6004235350	1083155695	HEB1083155695
813430224	356860159	6004235369	1083155709	HEB1083155709
813430232	356953858	600423544X	1083186655	HEB1083186655
814235301	363324925	6004237914	1083196499	HEB1083196499
815451962	357035216	6004235466	1083155555	HEB1083155555
815452101	358374901	6004236128	1083155563	HEB1083155563
815618425	347520596	6004230839	1083165267	HEB1083165267
815618425	347520596	6004230847	1083165275	HEB1083165275
815943946	364509600	6004238422	1083193910	HEB1083193910
815943946	364509600	6004238430	1083193929	HEB1083193929
815952635	359629350	6004237027	1174193832	HEB1174193832
815954840	359801102	6004237094	1214360319	HEB1214360319
816535507	359428827	6004236829	1083180592	HEB1083180592
816714088	354906089	6004234125	1083191233	HEB1083191233
816724253	356036456	6004235008	1083158104	HEB1083158104
816726388	358034795	6004236020	1083156640	HEB1083156640
816726388	358034795	6004236039	1083156659	HEB1083156659
816726388	358034795	6004236047	1083156667	HEB1083156667
816726388	358034795	6004236055	1169948685	HEB1169948685
818048921	359543944	6004236888	1083176757	HEB1083176757
818049502	378493051	6004239658	1083204270	HEB1083204270
818049502	378493051	6004239666	1083204289	HEB1083204289
818741740	367069636	6004238678	1083184040	HEB1083184040
818741740	367069636	6004238686	1126961612	HEB1126961612
818741740	367069636	6004238694	1130682331	HEB1130682331
818837845	356639452	6004235296	1083154818	HEB1083154818
81906968X	359898505	6004237167	1083153056	HEB1083153056
81918425X	356079392	6004235024	1083154842	HEB1083154842
819502324	357321855	6004235687	1083184709	HEB1083184709
819512702	355010097	6004234214	1083155776	HEB1083155776
819754668	195442784	6004161764	1083023667	HEB1083023667
819875198	36456783X	6004238449	1083157302	HEB1083157302
820826138	336296312	6004227129	108314278X	HEB108314278X
821135430	322658780	6004221228	1083175920	HEB1083175920
821135864	332680940	6004225363	1083175874	HEB1083175874
82113633X	333658493	600422605X	1083200992	HEB1083200992
821138944	334767156	6004226696	1083164686	HEB1083164686
821150707	273282557	6004200689	108319884X	HEB108319884X
821150731	333031962	6004225584	1083198858	HEB1083198858
821323474	358940508	6004236489	1083154370	HEB1083154370
821531190	359630928	6004237035	1083158678	HEB1083158678
821536729	357948874	6004235997	108316175X	HEB108316175X
821543687	362508623	6004237752	1083167049	HEB1083167049
821543962	360040012	6004237213	1083167006	HEB1083167006
821612670	357884108	6004235849	1083189999	HEB1083189999
821886754	360044514	6004237221	1083154494	HEB1083154494
822071134	35761321X	6004235776	1082647160	HEB1082647160
822155915	359246222	6004236756	1083164503	HEB1083164503
822890860	04610853X	6004539392	109289649X	HEB109289649X
823004457	428957102	6004245933	1083161849	HEB1083161849
823120627	362457573	600423771X	1083178474	HEB1083178474
82312682X	426509617	6004245364	1083187589	HEB1083187589
823126838	363687025	600423799X	1083160214	HEB1083160214
823141896	356826945	6004235342	118529175X	HEB118529175X
823189554	459964402	6004393118	1083173561	HEB1083173561
823228894	362810133	6004237833	1083182501	HEB1083182501
823657124	370301633	6004239119	1083197789	HEB1083197789
823707113	358462053	6004236160	1083155474	HEB1083155474
823707113	358462053	6004236179	1083155482	HEB1083155482
823956091	360755925	6004237418	1083164007	HEB1083164007
82437374X	362461619	6004237728	1083202332	HEB1083202332
824373774	361075847	6004237507	1169607713	HEB1169607713
82491354X	386938652	600424094X	1083187910	HEB1083187910
824913604	364093935	6004238066	1083183001	HEB1083183001
824915321	376443960	6004239437	1083185667	HEB1083185667
824945174	365332208	6004238481	1083164511	HEB1083164511
824945220	359191037	600423673X	1083176102	HEB1083176102
825747961	364127562	6004238074	1083165852	HEB1083165852
825748119	365363065	6004238511	1083170414	HEB1083170414
825748860	365626619	6004238546	1083174754	HEB1083174754
825754453	364335777	6004238112	1082647179	HEB1082647179
825763045	365661090	6004238554	1173509372	HEB1173509372
825770564	363670246	6004237981	1083166913	HEB1083166913
825806569	459977881	6004399035	1083188941	HEB1083188941
826068456	358714192	600423642X	1083173685	HEB1083173685
826119204	367203723	6004238724	113564232X	HEB113564232X
826165265	378623389	6004239755	1083168223	HEB1083168223
826165273	378567446	6004239712	1083170384	HEB1083170384
826165451	364009322	6004238031	1083162659	HEB1083162659
826167152	362807604	6004237825	1170568394	HEB1170568394
826180841	364490101	6004238406	1083165542	HEB1083165542
826180892	36516254X	6004238473	1083165534	HEB1083165534
826180973	380878224	6004239933	1216558914	HEB1216558914
826185762	40248911X	6004242691	1083198246	HEB1083198246
826187234	360245633	6004237256	1083169971	HEB1083169971
826187374	367906066	6004238740	1083180703	HEB1083180703
82620550X	366556258	6004238643	1175803618	HEB1175803618
826206417	36406000X	600423804X	1228838097	HEB1228838097
826226795	36181643X	6004237655	1083173693	HEB1083173693
826691366	369201817	600423897X	1083166514	HEB1083166514
827017650	459913433	6004368970	1083115480	HEB1083115480
827051301	363344217	6004237922	1228836671	HEB1228836671
827308140	459963260	6004392456	1083172301	HEB1083172301
828169292	362706409	6004237809	1083192248	HEB1083192248
828432007	082576459	6004543691	1101056177	HEB1101056177
828444781	109778960	6004035874	1117156796	HEB1117156796
829208607	459949861	6004386200	108315690X	HEB108315690X
829417168	387235183	6004241040	108319853X	HEB108319853X
829417168	387235183	6004241059	1083198548	HEB1083198548
829417168	387235183	6004241067	1083198556	HEB1083198556
829417168	387235183	6004241075	1083198564	HEB1083198564
829417168	387235183	6004241083	1083198572	HEB1083198572
829417168	387235183	6004241091	1083198580	HEB1083198580
829417478	386586322	6004240834	1083181769	HEB1083181769
829417478	386586322	6004240842	1083181777	HEB1083181777
829417478	386586322	6004240850	1083181785	HEB1083181785
829417478	386586322	6004240869	1083181793	HEB1083181793
829417478	386586322	6004240877	1083181807	HEB1083181807
830153985	363367810	6004237930	1083171305	HEB1083171305
830250808	459908170	6004367060	1083109804	HEB1083109804
830296174	353947717	6004233765	1083175009	HEB1083175009
83188505X	366195484	6004238597	1228838054	HEB1228838054
831885068	365010154	6004238457	1228836620	HEB1228836620
831890282	367501104	6004238732	1083165550	HEB1083165550
832318507	365068365	6004238465	1083163612	HEB1083163612
83231854X	362675481	6004237795	1083162519	HEB1083162519
832318647	368405915	6004238783	1083171143	HEB1083171143
832318647	368405915	6004238791	1083171151	HEB1083171151
832318647	368405915	6004238805	108317116X	HEB108317116X
832318647	368405915	6004238813	1083171178	HEB1083171178
832318647	368405915	6004238821	1083171186	HEB1083171186
832318647	368405915	600423883X	1083171194	HEB1083171194
832318647	368405915	6004238848	1083171208	HEB1083171208
832318647	368405915	6004238856	1083171216	HEB1083171216
832318647	368405915	6004238864	1083171224	HEB1083171224
832318647	368405915	6004238872	1083171232	HEB1083171232
832318647	368405915	6004238880	1083171240	HEB1083171240
832318647	368405915	6004238899	1083171259	HEB1083171259
832320269	377575151	6004239461	1083172980	HEB1083172980
83281153X	396228372	6004241628	1083204874	HEB1083204874
832811564	368459969	6004238902	1083204882	HEB1083204882
833155644	371091179	600423916X	1083204890	HEB1083204890
834420023	45996383X	6004392766	1083172905	HEB1083172905
834422018	375932097	6004037338	1083173731	HEB1083173731
834422530	365341266	600423849X	108317634X	HEB108317634X
834430355	378400746	600423964X	1083179675	HEB1083179675
834757591	364473770	6004238309	1083163906	HEB1083163906
834757591	364473770	6004238317	1083163914	HEB1083163914
834757591	364473770	6004238325	1083163922	HEB1083163922
834757591	364473770	6004238333	1083163930	HEB1083163930
834757591	364473770	6004238341	1083163949	HEB1083163949
834757591	364473770	600423835X	1083163957	HEB1083163957
834757591	364473770	6004238368	1083163965	HEB1083163965
834757591	364473770	6004238376	1083163973	HEB1083163973
834757591	364473770	6004238384	1083163981	HEB1083163981
834757591	364473770	6004238392	108316399X	HEB108316399X
834904454	463525604	6004410314	1103209086	HEB1103209086
834922509	364342153	6004238120	108317407X	HEB108317407X
835079937	459956973	6004389404	1083165100	HEB1083165100
835176118	416941478	6004244260	1212099877	HEB1212099877
835341933	076979598	600449576X	1082911259	HEB1082911259
835470512	220524092	6004181056	1082961183	HEB1082961183
835673545	382369114	6004240192	1083170465	HEB1083170465
835673545	382369114	6004240206	1083170473	HEB1083170473
83567360X	426465849	6004245356	1083190067	HEB1083190067
835687112	38034078X	6004239828	1083198904	HEB1083198904
835930157	400814072	6004242454	1216061696	HEB1216061696
837227283	33469972X	6004226661	1083160028	HEB1083160028
837413923	418493650	6004244546	1136298398	HEB1136298398
837797977	459952714	6004387398	1083159860	HEB1083159860
838249280	375903356	6004239321	1083163655	HEB1083163655
838249280	375903356	600423933X	1083163663	HEB1083163663
838249280	375903356	6004239348	1083163671	HEB1083163671
838249280	375903356	6004239356	108316368X	HEB108316368X
838249280	375903356	6004239364	1083163698	HEB1083163698
838249280	375903356	6004239372	1083163701	HEB1083163701
838249280	375903356	6004239380	108316371X	HEB108316371X
838249280	375903356	6004239399	1083163728	HEB1083163728
838249280	375903356	6004239402	1083163736	HEB1083163736
838249280	375903356	6004239410	1083163744	HEB1083163744
838401910	37757709X	600423947X	1083166921	HEB1083166921
838401910	37757709X	6004239488	108316693X	HEB108316693X
838402518	373813430	6004239267	1083166948	HEB1083166948
838402518	373813430	6004239275	1083166956	HEB1083166956
838740081	367545748	6004037311	1083173111	HEB1083173111
838740081	367545748	600403732X	108317312X	HEB108317312X
839427611	38182411X	6004240095	1083172891	HEB1083172891
83974370X	36830096X	6004238775	1083165364	HEB1083165364
840005156	215242149	6004176788	1083143557	HEB1083143557
840040539	378131257	6004239569	1083173588	HEB1083173588
840042035	387213295	6004241024	1083196170	HEB1083196170
840042779	377819018	6004239542	1083181017	HEB1083181017
84004643X	378568558	6004239739	1083178814	HEB1083178814
840051026	459957201	6004389412	1083165348	HEB1083165348
84005467X	384674798	6004240362	108320453X	HEB108320453X
840177739	368889874	6004238929	1083173103	HEB1083173103
840707266	459643835	6004303917	108279404X	HEB108279404X
840717636	459854127	6004337749	1083046438	HEB1083046438
84084025X	387281584	600424113X	1255688084	HEB1255688084
840850301	377431095	6004239445	1083170422	HEB1083170422
840852533	369244850	6004238988	1083170457	HEB1083170457
840853106	371429323	6004239194	1083175068	HEB1083175068
840859856	367092093	6004238708	1083164589	HEB1083164589
840862938	370133846	6004239100	1083179292	HEB1083179292
840865651	369867319	6004239046	1083180517	HEB1083180517
840865651	369867319	6004239054	1083180525	HEB1083180525
840865651	369867319	6004239062	1083180533	HEB1083180533
840867069	377901288	6004239550	1228838216	HEB1228838216
840869800	381077004	6004239992	1227450850	HEB1227450850
840870159	380445549	6004239844	1083169173	HEB1083169173
840870582	383983444	6004240265	1083170368	HEB1083170368
840870787	381011119	6004239941	1083169912	HEB1083169912
842264256	378496581	6004239682	1147143137	HEB1147143137
84226437X	377707619	600423950X	1083168215	HEB1083168215
84226437X	377707619	6004239518	1247955133	HEB1247955133
842264388	378625438	6004239771	1083170023	HEB1083170023
842265619	371850762	6004239208	1083175440	HEB1083175440
842269428	423481258	6004244910	1083196987	HEB1083196987
842274391	387077049	6004240974	1083201867	HEB1083201867
842276394	386115036	6004240761	1083201840	HEB1083201840
842277196	37853808X	6004239704	1083202359	HEB1083202359
842277641	387670084	6004241253	108317696X	HEB108317696X
842283552	368207528	6004238759	1083167545	HEB1083167545
842287388	382324161	6004240141	1083173073	HEB1083173073
842287779	406320543	6004243558	1083174657	HEB1083174657
842353658	369039866	6004238937	1083177583	HEB1083177583
842630740	380445905	6004239852	1083193953	HEB1083193953
842630740	380445905	6004239860	1083193961	HEB1083193961
842630740	380445905	6004239879	108319397X	HEB108319397X
842630740	380445905	6004239887	1083193988	HEB1083193988
842651837	370306961	6004239127	1228835039	HEB1228835039
842652752	378273809	6004239607	1083182765	HEB1083182765
842656014	377782912	6004239526	1083173537	HEB1083173537
842656081	383989361	6004240273	1083171127	HEB1083171127
84266095X	398812314	6004241873	1235009572	HEB1235009572
842719911	081505302	6004502561	1082783838	HEB1082783838
842813519	055626262	600446273X	1082933821	HEB1082933821
842813519	055626262	6004462748	108293383X	HEB108293383X
842813519	055626262	6004462756	1082933848	HEB1082933848
842937986	459739344	6004559881	1082904864	HEB1082904864
842946187	071954392	6004487821	1082917885	HEB1082917885
842956379	071519386	6004486884	1082903507	HEB1082903507
843302100	216198623	6004177490	1083112716	HEB1083112716
843942118	38467576X	6004240370	1083180541	HEB1083180541
843942118	38467576X	6004240389	108318055X	HEB108318055X
843942118	38467576X	6004240397	1083180568	HEB1083180568
844130745	381825442	6004240109	1083183036	HEB1083183036
844132160	380602377	6004239917	1083175823	HEB1083175823
844134910	374154104	6004239313	108317357X	HEB108317357X
844137928	36986736X	6004239070	1083182706	HEB1083182706
844139246	459986627	6004403989	1083199137	HEB1083199137
844139246	459986627	6004403997	1202072615	HEB1202072615
844139246	459986627	6004404004	1202072976	HEB1202072976
844139246	459986627	6004404012	1202073042	HEB1202073042
844139246	459986627	6004404020	120207314X	HEB120207314X
844139246	459986627	6004404039	1202073263	HEB1202073263
844139246	459986627	6004404047	1202073360	HEB1202073360
844139246	459986627	6004404055	1202073476	HEB1202073476
844139246	459986627	6004404063	1202073611	HEB1202073611
844139246	459986627	6004404071	1202073727	HEB1202073727
844139246	459986627	600440408X	1202073794	HEB1202073794
84414083X	371868718	6004239259	1083187570	HEB1083187570
844144231	378497715	6004239690	108316838X	HEB108316838X
844145637	37820131X	6004239585	1083167510	HEB1083167510
844146684	37077406X	6004239143	1083171267	HEB1083171267
844149187	373825552	6004239305	1228838143	HEB1228838143
844429074	105337609	6004094048	1082947768	HEB1082947768
844703060	368230996	6004238767	1083164619	HEB1083164619
846018985	37033552X	6004239135	1083172964	HEB1083172964
846037874	377810541	6004239534	1083165828	HEB1083165828
846164949	371857937	6004239224	1083169068	HEB1083169068
846269406	384676324	6004240400	1129167402	HEB1129167402
84627809X	369067924	6004238945	1083165860	HEB1083165860
846278146	385225008	6004240494	1083198696	HEB1083198696
846278146	385225008	6004240508	108319870X	HEB108319870X
846278146	385225008	6004240516	1083198718	HEB1083198718
846629194	400601400	6004242365	1083181718	HEB1083181718
846630281	373814240	6004239283	1083184830	HEB1083184830
847053679	38649486X	6004240818	1100953264	HEB1100953264
847058204	385827474	6004240591	1083173995	HEB1083173995
847065529	381066347	6004239976	1083178466	HEB1083178466
847392120	37109917X	6004239178	1083173014	HEB1083173014
847402851	382341279	6004240168	1247808041	HEB1247808041
848808851	369108329	6004238953	108320498X	HEB108320498X
849735203	39875716X	6004241865	1083205625	HEB1083205625
849736722	380258250	6004239801	1083170392	HEB1083170392
849739039	326691375	6004223174	1131083164	HEB1131083164
852607539	387163271	6004240990	1083186507	HEB1083186507
852610270	384942288	6004240478	1083186515	HEB1083186515
852610637	377465208	6004239453	1083168894	HEB1083168894
852610971	387256709	6004241105	1083177761	HEB1083177761
852613180	381750582	6004240060	1083171577	HEB1083171577
852613180	381750582	6004240079	1163444618	HEB1163444618
853836086	387312366	6004241172	1083187996	HEB1083187996
853837201	38638570X	6004240788	1259889149	HEB1259889149
855329564	402759869	6004242799	1083194313	HEB1083194313
855329564	402759869	6004242802	1083194321	HEB1083194321
855592095	380458756	6004239895	1083174061	HEB1083174061
85592652X	459959700	6004390526	108316807X	HEB108316807X
856799327	381068277	6004239984	1083173030	HEB1083173030
857272373	383711185	6004240222	108317049X	HEB108317049X
857273752	384598293	600424029X	1218142847	HEB1218142847
857504355	378920154	600423978X	1083169203	HEB1083169203
857693816	389519871	6004241415	1219221015	HEB1219221015
857694251	38749720X	6004241229	1083181386	HEB1083181386
857695088	386511217	6004240826	1083182692	HEB1083182692
857706349	384588220	6004240281	1083185357	HEB1083185357
857709348	382321863	6004240125	1083179640	HEB1083179640
857709348	382321863	6004240133	1083179659	HEB1083179659
857811037	459970984	6004396060	1083181157	HEB1083181157
858632195	405413351	6004243426	1083176684	HEB1083176684
858633094	387207880	6004241016	1083179152	HEB1083179152
858643839	396349110	6004241660	1202188591	HEB1202188591
859081532	383890810	6004240230	1083173707	HEB1083173707
859081532	383890810	6004240249	1083173715	HEB1083173715
859082350	398900795	600424189X	1083178792	HEB1083178792
85908275X	403208874	6004242926	1083180576	HEB1083180576
85908339X	386136564	600424077X	1083173529	HEB1083173529
859084523	386974586	6004240958	1083176315	HEB1083176315
859086704	395915880	6004241563	1083202367	HEB1083202367
859087174	387685359	6004241261	1083174703	HEB1083174703
859087255	401069095	6004242551	1083179632	HEB1083179632
859088669	399589457	6004241970	1083202324	HEB1083202324
859090582	38466069X	6004240354	1083176080	HEB1083176080
859115089	385985096	6004240745	1083173553	HEB1083173553
859117456	400107619	6004242136	1167286960	HEB1167286960
859118606	395850371	6004241547	1083175262	HEB1083175262
859125742	383708966	6004240214	1083175173	HEB1083175173
859126501	397467494	6004241784	1083174649	HEB1083174649
859491439	01912211X	6004157678	1082874981	HEB1082874981
859552179	387337342	6004241180	1083178717	HEB1083178717
859566404	400656035	6004242373	1083185462	HEB1083185462
