k10plus-PPN	hebis-PPN	k10plus-EPN	hebis-EPN	206X
016100123	019353103	6004159700	1082835951	HEB1082835951
016100859	020283156	6004166707	1082692921	HEB1082692921
016107829	020086253	6004165379	1082690511	HEB1082690511
016107829	020086253	6004165387	108269052X	HEB108269052X
016110943	020134215	6004165557	1082805424	HEB1082805424
016112075	020832354	6004170720	1082660264	HEB1082660264
016112385	020399294	6004167576	1082820423	HEB1082820423
016112385	020399294	6004167584	1082820431	HEB1082820431
016112385	020399294	6004167592	108282044X	HEB108282044X
016112385	020399294	6004167606	1082820458	HEB1082820458
016112385	020399294	6004167614	1082820466	HEB1082820466
016112385	020399294	6004167622	1082820474	HEB1082820474
016112385	020399294	6004167630	1082820482	HEB1082820482
016113381	02110641X	6004172707	108265051X	HEB108265051X
016113756	020762100	6004170046	1082713694	HEB1082713694
016113756	020762100	6004170054	1082713708	HEB1082713708
016164261	009396497	6004518352	1082859028	HEB1082859028
016188799	121971066	6004117293	1082837776	HEB1082837776
016188934	45991782X	6004370851	1083120212	HEB1083120212
016189442	030874122	6004215708	1082831786	HEB1082831786
016189442	030874122	6004215716	1082831794	HEB1082831794
01618968X	032578458	6004222941	1082659703	HEB1082659703
016191129	023982160	6004191027	1082972428	HEB1082972428
01619165X	072299703	6004488445	1082803766	HEB1082803766
016197550	080434312	6004500046	1082859052	HEB1082859052
016198484	028838874	6004206598	1082829285	HEB1082829285
016202988	017819474	6004145416	1082793671	HEB1082793671
016205669	080316948	6004499889	1083101307	HEB1083101307
016213017	024488321	6004192236	1082838292	HEB1082838292
016222652	08076701X	600450114X	1082802816	HEB1082802816
016222911	080691544	6004500992	1083103210	HEB1083103210
016231015	080578497	6004500615	1082806250	HEB1082806250
016240421	033345457	6004225835	1083137115	HEB1083137115
016240863	081531281	6004502685	108279211X	HEB108279211X
016241290	030232813	6004212628	1082833045	HEB1082833045
016241290	030232813	6004212636	1082833053	HEB1082833053
016241304	029119715	6004208310	108285560X	HEB108285560X
016241304	029119715	6004208329	1082855618	HEB1082855618
016243951	035343508	6004233374	108310358X	HEB108310358X
016248198	027850110	6004202851	1082799696	HEB1082799696
016248627	02800244X	6004203386	1082802859	HEB1082802859
016250656	081074700	6004501700	1082845590	HEB1082845590
016266390	081110251	6004501794	1082806242	HEB1082806242
016269322	024798967	6004193372	1082792055	HEB1082792055
016272935	033918864	600422779X	108285901X	HEB108285901X
016279212	004281837	600424578X	1082850020	HEB1082850020
016280768	08103993X	6004501611	1082914304	HEB1082914304
016287177	035250232	6004233013	1082800309	HEB1082800309
016287177	035250232	6004233021	1130584429	HEB1130584429
01629260X	08128294X	6004502081	1082831948	HEB1082831948
016292634	026696916	6004197904	1082806293	HEB1082806293
016301749	019131801	6004157775	1082834327	HEB1082834327
016304772	025581252	6004195103	1082974307	HEB1082974307
016305094	081437315	6004502472	1082889709	HEB1082889709
016308492	081409281	6004502413	1082791318	HEB1082791318
016311833	081428049	6004502456	108283632X	HEB108283632X
016312678	232118787	600418862X	1082857173	HEB1082857173
016322851	030838347	600421549X	1082781126	HEB1082781126
016324218	032235062	6004221082	1082790087	HEB1082790087
016331141	034409408	6004229660	1083134620	HEB1083134620
016331494	081523114	6004502626	1082831204	HEB1082831204
016332598	081536224	6004502693	1082833827	HEB1082833827
01633597X	081558988	6004502758	1082850268	HEB1082850268
016340965	081520786	600450260X	1082864404	HEB1082864404
016340981	030880076	6004215783	1082844403	HEB1082844403
016341198	004732669	6004414824	1082794902	HEB1082794902
016347439	052924459	6004454990	1082794325	HEB1082794325
016349865	02641001X	6004196843	1082829390	HEB1082829390
01635026X	058053484	6004472506	1082814911	HEB1082814911
016352718	076371751	6004494607	1082850187	HEB1082850187
016357523	076372596	6004494615	1082849723	HEB1082849723
01635754X	07637260X	6004494623	1082816221	HEB1082816221
016362926	031168701	6004217034	1082800260	HEB1082800260
016362926	031168701	6004217042	1082800279	HEB1082800279
016362926	031168701	6004217050	1082800287	HEB1082800287
016362926	031168701	6004217069	1082800295	HEB1082800295
016363000	081722389	6004503207	1082807036	HEB1082807036
016367731	029298806	6004209392	1082849103	HEB1082849103
01636774X	052452697	6004453447	1082782874	HEB1082782874
016370252	081857489	6004503592	1082828076	HEB1082828076
016370945	054991188	6004459836	1083110284	HEB1083110284
016373871	022032347	6004180831	108283193X	HEB108283193X
016377109	081775482	600450341X	1082791946	HEB1082791946
016377109	081775482	6004503428	1082791954	HEB1082791954
016385527	459647040	6004304255	1082797898	HEB1082797898
016387198	028704010	6004206245	1082862134	HEB1082862134
01639917X	020428952	6004168114	1082791369	HEB1082791369
016403886	035823909	6004236098	1082859826	HEB1082859826
016415248	021390630	600417498X	1082814660	HEB1082814660
016415248	021390630	6004174998	1082814679	HEB1082814679
01642333X	035343141	600423334X	1082853291	HEB1082853291
01642333X	035343141	6004233358	1082853305	HEB1082853305
016445562	072035218	6004487937	1082781223	HEB1082781223
016452933	00416945X	6004244279	1082828181	HEB1082828181
016455096	004292758	6004246069	1082849626	HEB1082849626
016477006	459798030	6004316539	1082976296	HEB1082976296
01651209X	459721453	6004553689	1082884324	HEB1082884324
016529693	459701207	6004547409	1082861294	HEB1082861294
016530454	025322214	6004194700	108283145X	HEB108283145X
016533046	029745969	6004210749	1082811130	HEB1082811130
016537424	004123220	6004243825	1082816965	HEB1082816965
016539079	004219503	6004244813	1082816213	HEB1082816213
016540719	028830784	600420658X	1082832502	HEB1082832502
016542649	004357698	6004247111	1082864129	HEB1082864129
016543084	004748522	6004415170	1082811122	HEB1082811122
016550420	004747178	6004415146	1082831336	HEB1082831336
016550609	005681235	6004469173	1082832413	HEB1082832413
016552148	004661052	6004412023	1082784494	HEB1082784494
016554159	004636481	6004410500	1082890677	HEB1082890677
016557042	004385616	6004247693	1082618241	HEB1082618241
016559487	005227674	600445236X	1082798622	HEB1082798622
016561570	005805201	6004472484	1082896934	HEB1082896934
016569016	004685024	6004413577	1082804827	HEB1082804827
016569679	00739702X	6004490350	1082811149	HEB1082811149
016577485	00627756X	6004484210	1082862193	HEB1082862193
016577604	007276559	6004489298	1082816752	HEB1082816752
016579992	007657099	6004495174	1082892610	HEB1082892610
01658192X	011472286	6004110019	1082878081	HEB1082878081
016584090	001145568	6004109614	1082817147	HEB1082817147
01659052X	010902724	6004100382	1082897302	HEB1082897302
016596161	007437412	600449058X	1082830526	HEB1082830526
016606981	007890559	6004496308	1082860158	HEB1082860158
016623495	009173420	6004514233	1082803499	HEB1082803499
016625587	013960148	600413645X	1082822329	HEB1082822329
016625587	013960148	6004136468	1082822337	HEB1082822337
016627539	007528701	6004493260	1082841382	HEB1082841382
016628853	459916653	6004370193	108311896X	HEB108311896X
016632702	459648543	6004304417	1082799742	HEB1082799742
016640071	016841581	6004141089	1082857203	HEB1082857203
016658264	125075456	6004123021	1082783609	HEB1082783609
016674391	008959366	6004510068	1082862738	HEB1082862738
016677463	009653694	600452252X	1082789674	HEB1082789674
016683706	009118403	6004513091	1082813486	HEB1082813486
01669046X	009368981	600451781X	108282318X	HEB108282318X
016702271	080124550	6004499102	1082840882	HEB1082840882
016730852	007894457	6004496421	108285980X	HEB108285980X
016733584	010029826	6004086371	1082849170	HEB1082849170
016733630	459908243	6004367087	1083109901	HEB1083109901
01673999X	005761751	6004471615	108281704X	HEB108281704X
016741277	009511881	6004520101	1082799416	HEB1082799416
016746333	00599456X	6004478725	1082863726	HEB1082863726
016749715	006445624	6004485004	1082810681	HEB1082810681
016749715	006445624	6004485012	108281069X	HEB108281069X
016749715	006445624	6004485020	1082810703	HEB1082810703
016749715	006445624	6004485039	1082810711	HEB1082810711
016749715	006445624	6004485047	108281072X	HEB108281072X
016752295	00571348X	6004470589	1082858269	HEB1082858269
016761391	001782290	6004145467	1082787469	HEB1082787469
016771656	004674383	6004412694	1082849367	HEB1082849367
016773136	009827153	6004523879	1082854808	HEB1082854808
016778723	006377661	6004484725	1082820830	HEB1082820830
016784650	007835345	6004496154	1082781266	HEB1082781266
016787471	006154417	6004483141	1082864161	HEB1082864161
016787471	006154417	600448315X	108286417X	HEB108286417X
016787471	006154417	6004483168	1082864188	HEB1082864188
016787609	004697545	6004413895	1082806455	HEB1082806455
016792572	006448046	600448508X	1082803464	HEB1082803464
016792572	006448046	6004485098	1082803472	HEB1082803472
016812638	009904999	6004525111	1082831522	HEB1082831522
016812638	009904999	600452512X	1082831530	HEB1082831530
016817834	459874349	6004349429	1083070592	HEB1083070592
01682671X	005937388	6004476641	1082820164	HEB1082820164
016826728	007865643	6004496219	1082830747	HEB1082830747
016826736	007865708	6004496227	1082830690	HEB1082830690
016826736	007865708	6004496235	1082830704	HEB1082830704
016832191	006958699	600448654X	1082838640	HEB1082838640
016832191	006958699	6004486558	1082838659	HEB1082838659
016832329	008733554	6004509345	1082719722	HEB1082719722
016832329	008733554	6004509353	1082719730	HEB1082719730
016834879	008502307	6004508896	1082872644	HEB1082872644
016848160	00961950X	6004521973	1082818720	HEB1082818720
016848179	006449735	6004485101	1082856665	HEB1082856665
016850076	005566398	6004463213	1082792136	HEB1082792136
01685585X	006891047	6004486469	1082789240	HEB1082789240
016861728	008502374	600450890X	1083117033	HEB1083117033
016868242	459703323	6004547867	1082863734	HEB1082863734
016871898	009546847	6004520837	1083154184	HEB1083154184
016872126	089776321	6004510785	1082864773	HEB1082864773
016873858	008309523	6004505641	1082821888	HEB1082821888
016873858	008309523	600450565X	1082821896	HEB1082821896
016876490	006497160	6004485357	1082844837	HEB1082844837
016889444	008164819	6004502960	108283047X	HEB108283047X
016889444	008164819	6004502979	1082830488	HEB1082830488
016889444	008164819	6004502987	1082830496	HEB1082830496
016891805	006379087	6004484865	1082824305	HEB1082824305
016894952	009237224	6004514896	1082816035	HEB1082816035
016897463	009839151	6004524026	1082852023	HEB1082852023
016902181	025014811	6004194093	108281895X	HEB108281895X
016948718	008698872	6004509299	1082846783	HEB1082846783
016959353	00999193X	6004527106	1082947253	HEB1082947253
016965973	104943521	6004093424	1082660280	HEB1082660280
016965973	104943521	6004093432	1082660299	HEB1082660299
016966740	459742302	6004561185	1082908126	HEB1082908126
016974336	005418011	6004457469	108279726X	HEB108279726X
016978943	10859730X	6004099899	1083419668	HEB1083419668
016985664	010276343	6004089877	1082861758	HEB1082861758
016999789	008904987	6004509760	1082826081	HEB1082826081
01700151X	459572547	6004256943	1082661988	HEB1082661988
01701963X	008698945	6004509302	1082868027	HEB1082868027
017020514	01070809X	6004097349	1082850217	HEB1082850217
017036151	006098819	6004481238	1082946974	HEB1082946974
017048222	008465967	6004508004	1083133160	HEB1083133160
017059178	010858458	6004099872	1082812161	HEB1082812161
017066433	005956447	6004477001	1082832901	HEB1082832901
017070333	010727523	6004097535	1083204335	HEB1083204335
01708170X	459568507	6004254983	1082657360	HEB1082657360
017088771	010104097	6004087319	1082797367	HEB1082797367
01708881X	010709304	6004097381	1082650218	HEB1082650218
017089263	010562567	6004094579	1082824720	HEB1082824720
017089263	010562567	6004094587	1082824739	HEB1082824739
017089263	010562567	6004094595	1082824747	HEB1082824747
01708928X	010734805	6004097586	1082821500	HEB1082821500
01708928X	010734805	6004097594	1082821519	HEB1082821519
017089298	010515844	6004093807	1082854964	HEB1082854964
017089298	010515844	6004093815	1082854972	HEB1082854972
017109884	010825789	6004099414	108279614X	HEB108279614X
017117097	011163739	6004104868	1082861723	HEB1082861723
017125278	010968229	6004101117	1082788112	HEB1082788112
017129494	082665680	6004505269	1082651168	HEB1082651168
017129494	082665680	6004505277	1082651176	HEB1082651176
017129494	082665680	6004505285	1082651184	HEB1082651184
017129494	082665680	6004505293	1082651192	HEB1082651192
017129494	082665680	6004505307	1082651206	HEB1082651206
017129494	082665680	6004505315	1082651214	HEB1082651214
017134404	006982891	6004486604	1082814946	HEB1082814946
017134404	006982891	6004486612	1082814954	HEB1082814954
017134781	011107464	6004103594	1082719277	HEB1082719277
017137659	011218711	6004105600	1082791342	HEB1082791342
017139260	011252332	6004106178	1082862355	HEB1082862355
01716334X	008465916	6004507997	1082856045	HEB1082856045
017163684	008533911	6004509019	1082909637	HEB1082909637
017172152	012368393	6004120049	1082817058	HEB1082817058
017182352	011650001	6004111600	1082868329	HEB1082868329
017182662	011391170	6004108154	1082924393	HEB1082924393
017187141	011594888	6004111074	1083116614	HEB1083116614
017197414	011786345	6004112356	1082811238	HEB1082811238
017216036	012486388	6004122564	1082816477	HEB1082816477
017227674	01155620X	6004110922	108285493X	HEB108285493X
017227674	01155620X	6004110930	1082854948	HEB1082854948
017235693	011594918	6004111082	1083116649	HEB1083116649
017235987	011819200	6004113026	108286157X	HEB108286157X
017237203	011724161	6004112135	1082821322	HEB1082821322
017238005	012214574	6004117544	1082839418	HEB1082839418
017238013	011967277	6004114685	1082861766	HEB1082861766
017241057	012079340	6004115703	1082833932	HEB1082833932
017246148	012177792	6004117021	1082858684	HEB1082858684
017246172	179859552	6004147060	1082793876	HEB1082793876
017247950	010931910	600410065X	1082810592	HEB1082810592
017248256	011553030	6004110868	1082830542	HEB1082830542
01725082X	013026852	6004129143	1082816361	HEB1082816361
017252857	011251964	6004106151	1082837008	HEB1082837008
01725812X	012462462	6004122300	1082830666	HEB1082830666
017258138	011708255	6004111937	1082822396	HEB1082822396
017258642	011802200	600411264X	1149263512	HEB1149263512
017265924	012125652	6004116416	1082843792	HEB1082843792
017269350	012214582	6004117552	1082845841	HEB1082845841
017277981	012609129	6004124168	1082888176	HEB1082888176
017284627	459917633	6004370754	1083120026	HEB1083120026
017290600	459741640	6004560766	1082907391	HEB1082907391
01729391X	009975691	6004526746	1082852430	HEB1082852430
01729391X	009975691	6004526754	1082852449	HEB1082852449
017303737	012579157	6004123846	1082814857	HEB1082814857
017312639	011373733	6004107964	108283338X	HEB108283338X
017312639	011373733	6004107972	1082833398	HEB1082833398
017312809	012308404	6004118990	1082805289	HEB1082805289
017314518	011818972	600411295X	1082858080	HEB1082858080
017314518	011818972	6004112968	1082858099	HEB1082858099
017317711	012875619	6004127426	1082791105	HEB1082791105
017325455	012909726	6004127787	1082834408	HEB1082834408
017326036	45963058X	600430235X	1082778346	HEB1082778346
017331056	025941380	600419574X	1082648981	HEB1082648981
017351332	013210815	6004130087	1082833088	HEB1082833088
017355052	011219041	6004105635	1082858994	HEB1082858994
017363489	009689486	6004522775	1082808156	HEB1082808156
017365120	472278916	600441462X	113067083X	HEB113067083X
017365147	013257382	6004130494	1082862630	HEB1082862630
